router

#node	city	y	x	mpi-partition
rtr-167	NA	168	168	2
rtr-168	NA	169	169	2
rtr-169	NA	170	170	2
rtr-170	NA	171	171	2
rtr-171	NA	172	172	2
rtr-172	NA	173	173	2
rtr-173	NA	174	174	2
rtr-174	NA	175	175	2
rtr-175	NA	176	176	2
rtr-176	NA	177	177	2
rtr-177	NA	178	178	2
rtr-178	NA	179	179	2
rtr-179	NA	180	180	2
rtr-180	NA	181	181	2
rtr-181	NA	182	182	2
rtr-182	NA	183	183	2
rtr-183	NA	184	184	2
rtr-184	NA	185	185	2
rtr-185	NA	186	186	2
rtr-186	NA	187	187	2
rtr-187	NA	188	188	2
rtr-188	NA	189	189	2
rtr-189	NA	190	190	2
rtr-190	NA	191	191	2
rtr-191	NA	192	192	2
rtr-192	NA	193	193	2
rtr-193	NA	194	194	2
rtr-194	NA	195	195	2
rtr-195	NA	196	196	2
rtr-196	NA	197	197	2
rtr-197	NA	198	198	2
rtr-198	NA	199	199	2
rtr-199	NA	200	200	2
rtr-200	NA	201	201	2
rtr-201	NA	202	202	2
rtr-202	NA	203	203	2
rtr-203	NA	204	204	2
rtr-204	NA	205	205	2
rtr-205	NA	206	206	2
rtr-206	NA	207	207	2
rtr-207	NA	208	208	2
rtr-208	NA	209	209	2
rtr-209	NA	210	210	2
rtr-210	NA	211	211	2
rtr-211	NA	212	212	2
rtr-212	NA	213	213	2
rtr-213	NA	214	214	2
rtr-214	NA	215	215	2
rtr-215	NA	216	216	2
rtr-216	NA	217	217	2
rtr-217	NA	218	218	2
rtr-218	NA	219	219	2
rtr-219	NA	220	220	2
rtr-220	NA	221	221	2
rtr-221	NA	222	222	2
rtr-222	NA	223	223	2
rtr-223	NA	224	224	2
rtr-224	NA	225	225	2
rtr-225	NA	226	226	2
rtr-226	NA	227	227	2
rtr-227	NA	228	228	2
rtr-228	NA	229	229	2
rtr-229	NA	230	230	2
rtr-230	NA	231	231	2
rtr-231	NA	232	232	2
rtr-232	NA	233	233	2
rtr-233	NA	234	234	2
rtr-234	NA	235	235	2
rtr-235	NA	236	236	2
rtr-236	NA	237	237	2
rtr-237	NA	238	238	2
rtr-238	NA	239	239	2
rtr-239	NA	240	240	2
rtr-240	NA	241	241	2
rtr-241	NA	242	242	2
rtr-242	NA	243	243	2
rtr-243	NA	244	244	2
rtr-244	NA	245	245	2
rtr-245	NA	246	246	2
rtr-246	NA	247	247	2
rtr-247	NA	248	248	2
rtr-248	NA	249	249	2
rtr-249	NA	250	250	2
rtr-250	NA	251	251	2
rtr-251	NA	252	252	2
rtr-252	NA	253	253	2
rtr-253	NA	254	254	2
rtr-254	NA	255	255	2
rtr-255	NA	256	256	2
rtr-256	NA	257	257	2
rtr-257	NA	258	258	2
rtr-258	NA	259	259	2
rtr-259	NA	260	260	2
rtr-260	NA	261	261	2
rtr-261	NA	262	262	2
rtr-262	NA	263	263	2
rtr-263	NA	264	264	2
rtr-264	NA	265	265	2
rtr-265	NA	266	266	2
rtr-266	NA	267	267	2
rtr-267	NA	268	268	2
rtr-268	NA	269	269	2
rtr-269	NA	270	270	2
rtr-270	NA	271	271	2
rtr-271	NA	272	272	2
rtr-272	NA	273	273	2
rtr-273	NA	274	274	2
rtr-274	NA	275	275	2
rtr-275	NA	276	276	2
rtr-276	NA	277	277	2
rtr-277	NA	278	278	2
rtr-278	NA	279	279	2
rtr-279	NA	280	280	2
rtr-280	NA	281	281	2
rtr-281	NA	282	282	2
rtr-282	NA	283	283	2
rtr-283	NA	284	284	2
rtr-284	NA	285	285	2
rtr-285	NA	286	286	2
rtr-286	NA	287	287	2
rtr-287	NA	288	288	2
rtr-288	NA	289	289	2
rtr-289	NA	290	290	2
rtr-290	NA	291	291	2
rtr-291	NA	292	292	2
rtr-292	NA	293	293	2
rtr-293	NA	294	294	2
rtr-294	NA	295	295	2
rtr-295	NA	296	296	2
rtr-296	NA	297	297	2
rtr-297	NA	298	298	2
rtr-298	NA	299	299	2
rtr-299	NA	300	300	2
rtr-300	NA	301	301	2
rtr-301	NA	302	302	2
rtr-302	NA	303	303	2
rtr-303	NA	304	304	2
rtr-304	NA	305	305	2
rtr-305	NA	306	306	2
rtr-306	NA	307	307	2
rtr-307	NA	308	308	2
rtr-308	NA	309	309	2
rtr-309	NA	310	310	2
rtr-310	NA	311	311	2
rtr-311	NA	312	312	2
rtr-312	NA	313	313	2
rtr-313	NA	314	314	2
rtr-314	NA	315	315	2
rtr-315	NA	316	316	2
rtr-316	NA	317	317	2
rtr-317	NA	318	318	2
rtr-318	NA	319	319	2
rtr-319	NA	320	320	2
rtr-320	NA	321	321	2
rtr-321	NA	322	322	2
rtr-322	NA	323	323	2
rtr-323	NA	324	324	2
rtr-324	NA	325	325	2
rtr-325	NA	326	326	2
rtr-326	NA	327	327	2
rtr-327	NA	328	328	2
rtr-328	NA	329	329	2
rtr-329	NA	330	330	2
rtr-330	NA	331	331	2
rtr-331	NA	332	332	2
rtr-332	NA	333	333	2
rtr-333	NA	334	334	2
rtr-334	NA	335	335	2
rtr-335	NA	336	336	2
rtr-336	NA	337	337	2
rtr-337	NA	338	338	2
rtr-338	NA	339	339	2
rtr-339	NA	340	340	2
rtr-340	NA	341	341	2
rtr-341	NA	342	342	2
rtr-342	NA	343	343	2
rtr-343	NA	344	344	2
rtr-344	NA	345	345	2
rtr-345	NA	346	346	2
rtr-346	NA	347	347	2
rtr-347	NA	348	348	2
rtr-348	NA	349	349	2
rtr-349	NA	350	350	2
rtr-350	NA	351	351	2
rtr-351	NA	352	352	2
rtr-352	NA	353	353	2
rtr-353	NA	354	354	2
rtr-354	NA	355	355	2
rtr-355	NA	356	356	2
rtr-356	NA	357	357	2
rtr-357	NA	358	358	2
rtr-358	NA	359	359	2
rtr-359	NA	360	360	2
rtr-360	NA	361	361	2
rtr-361	NA	362	362	2
rtr-362	NA	363	363	2
rtr-363	NA	364	364	2
rtr-364	NA	365	365	2
rtr-365	NA	366	366	2
rtr-366	NA	367	367	2
rtr-367	NA	368	368	2
rtr-368	NA	369	369	2
rtr-369	NA	370	370	2
rtr-370	NA	371	371	2
rtr-371	NA	372	372	2
rtr-372	NA	373	373	2
rtr-373	NA	374	374	2
rtr-374	NA	375	375	2
rtr-375	NA	376	376	2
rtr-376	NA	377	377	2
rtr-377	NA	378	378	2
rtr-378	NA	379	379	2
rtr-379	NA	380	380	2
rtr-380	NA	381	381	2
rtr-381	NA	382	382	2
rtr-382	NA	383	383	2
rtr-383	NA	384	384	2
rtr-384	NA	385	385	2
rtr-385	NA	386	386	2
rtr-386	NA	387	387	2
rtr-387	NA	388	388	2
rtr-388	NA	389	389	2
rtr-389	NA	390	390	2
rtr-390	NA	391	391	2
rtr-391	NA	392	392	2
rtr-392	NA	393	393	2
rtr-393	NA	394	394	2
rtr-394	NA	395	395	2
rtr-395	NA	396	396	2
rtr-396	NA	397	397	2
rtr-397	NA	398	398	2
rtr-398	NA	399	399	2
rtr-399	NA	400	400	2
rtr-400	NA	401	401	2
rtr-401	NA	402	402	2
rtr-402	NA	403	403	2
rtr-403	NA	404	404	2
rtr-404	NA	405	405	2
rtr-405	NA	406	406	2
rtr-406	NA	407	407	2
rtr-407	NA	408	408	2
rtr-408	NA	409	409	2
rtr-409	NA	410	410	2
rtr-410	NA	411	411	2
rtr-411	NA	412	412	2
rtr-412	NA	413	413	2
rtr-413	NA	414	414	2
rtr-414	NA	415	415	2
rtr-415	NA	416	416	2
rtr-416	NA	417	417	2
rtr-417	NA	418	418	2
rtr-418	NA	419	419	2
rtr-419	NA	420	420	2
rtr-420	NA	421	421	2
rtr-421	NA	422	422	2
rtr-422	NA	423	423	2
rtr-423	NA	424	424	2
rtr-424	NA	425	425	2
rtr-425	NA	426	426	2
rtr-426	NA	427	427	2
rtr-427	NA	428	428	2
rtr-428	NA	429	429	2
rtr-429	NA	430	430	2
rtr-430	NA	431	431	2
rtr-431	NA	432	432	2
rtr-432	NA	433	433	2
rtr-433	NA	434	434	2
rtr-434	NA	435	435	2
rtr-435	NA	436	436	2
rtr-436	NA	437	437	2
rtr-437	NA	438	438	2
rtr-438	NA	439	439	2
rtr-439	NA	440	440	2
rtr-440	NA	441	441	2
rtr-441	NA	442	442	2
rtr-442	NA	443	443	2
rtr-443	NA	444	444	2
rtr-444	NA	445	445	2
rtr-445	NA	446	446	2
rtr-446	NA	447	447	2
rtr-447	NA	448	448	2
rtr-448	NA	449	449	2
rtr-449	NA	450	450	2
rtr-450	NA	451	451	2
rtr-451	NA	452	452	2
rtr-452	NA	453	453	2
rtr-453	NA	454	454	2
rtr-454	NA	455	455	2
rtr-455	NA	456	456	2
rtr-456	NA	457	457	2
rtr-457	NA	458	458	2
rtr-458	NA	459	459	2
rtr-459	NA	460	460	2
rtr-460	NA	461	461	2
rtr-461	NA	462	462	2
rtr-462	NA	463	463	2
rtr-463	NA	464	464	2
rtr-464	NA	465	465	2
rtr-465	NA	466	466	2
rtr-466	NA	467	467	2
rtr-467	NA	468	468	2
rtr-468	NA	469	469	2
rtr-469	NA	470	470	2
rtr-470	NA	471	471	2
rtr-471	NA	472	472	2
rtr-472	NA	473	473	2
rtr-473	NA	474	474	2
rtr-474	NA	475	475	2
rtr-475	NA	476	476	2
rtr-476	NA	477	477	2
rtr-477	NA	478	478	2
rtr-478	NA	479	479	2
rtr-479	NA	480	480	2
rtr-480	NA	481	481	2
rtr-481	NA	482	482	2
rtr-482	NA	483	483	2
rtr-483	NA	484	484	2
rtr-484	NA	485	485	2
rtr-485	NA	486	486	2
rtr-486	NA	487	487	2
rtr-487	NA	488	488	2
rtr-488	NA	489	489	2
rtr-489	NA	490	490	2
rtr-490	NA	491	491	2
rtr-491	NA	492	492	2
rtr-492	NA	493	493	2
rtr-493	NA	494	494	2
rtr-494	NA	495	495	2
rtr-495	NA	496	496	2
rtr-496	NA	497	497	2
rtr-497	NA	498	498	2
rtr-498	NA	499	499	2
rtr-499	NA	500	500	2
rtr-500	NA	501	501	2



link

# from	    to	capacity	metric	delay	queue
sensor	rtr-001	10Mbps	1	1ms	100
rtr-001	rtr-002	10Mbps	1	1ms	100
rtr-002	rtr-003	10Mbps	1	1ms	100
rtr-003	rtr-004	10Mbps	1	1ms	100
rtr-004	rtr-005	10Mbps	1	1ms	100
rtr-005	rtr-006	10Mbps	1	1ms	100
rtr-006	rtr-007	10Mbps	1	1ms	100
rtr-007	rtr-008	10Mbps	1	1ms	100
rtr-008	rtr-009	10Mbps	1	1ms	100
rtr-009	rtr-010	10Mbps	1	1ms	100
rtr-010	rtr-011	10Mbps	1	1ms	100
rtr-011	rtr-012	10Mbps	1	1ms	100
rtr-012	rtr-013	10Mbps	1	1ms	100
rtr-013	rtr-014	10Mbps	1	1ms	100
rtr-014	rtr-015	10Mbps	1	1ms	100
rtr-015	rtr-016	10Mbps	1	1ms	100
rtr-016	rtr-017	10Mbps	1	1ms	100
rtr-017	rtr-018	10Mbps	1	1ms	100
rtr-018	rtr-019	10Mbps	1	1ms	100
rtr-019	rtr-020	10Mbps	1	1ms	100
rtr-020	rtr-021	10Mbps	1	1ms	100
rtr-021	rtr-022	10Mbps	1	1ms	100
rtr-022	rtr-023	10Mbps	1	1ms	100
rtr-023	rtr-024	10Mbps	1	1ms	100
rtr-024	rtr-025	10Mbps	1	1ms	100
rtr-025	rtr-026	10Mbps	1	1ms	100
rtr-026	rtr-027	10Mbps	1	1ms	100
rtr-027	rtr-028	10Mbps	1	1ms	100
rtr-028	rtr-029	10Mbps	1	1ms	100
rtr-029	rtr-030	10Mbps	1	1ms	100
rtr-030	rtr-031	10Mbps	1	1ms	100
rtr-031	rtr-032	10Mbps	1	1ms	100
rtr-032	rtr-033	10Mbps	1	1ms	100
rtr-033	rtr-034	10Mbps	1	1ms	100
rtr-034	rtr-035	10Mbps	1	1ms	100
rtr-035	rtr-036	10Mbps	1	1ms	100
rtr-036	rtr-037	10Mbps	1	1ms	100
rtr-037	rtr-038	10Mbps	1	1ms	100
rtr-038	rtr-039	10Mbps	1	1ms	100
rtr-039	rtr-040	10Mbps	1	1ms	100
rtr-040	rtr-041	10Mbps	1	1ms	100
rtr-041	rtr-042	10Mbps	1	1ms	100
rtr-042	rtr-043	10Mbps	1	1ms	100
rtr-043	rtr-044	10Mbps	1	1ms	100
rtr-044	rtr-045	10Mbps	1	1ms	100
rtr-045	rtr-046	10Mbps	1	1ms	100
rtr-046	rtr-047	10Mbps	1	1ms	100
rtr-047	rtr-048	10Mbps	1	1ms	100
rtr-048	rtr-049	10Mbps	1	1ms	100
rtr-049	rtr-050	10Mbps	1	1ms	100
rtr-050	rtr-051	10Mbps	1	1ms	100
rtr-051	rtr-052	10Mbps	1	1ms	100
rtr-052	rtr-053	10Mbps	1	1ms	100
rtr-053	rtr-054	10Mbps	1	1ms	100
rtr-054	rtr-055	10Mbps	1	1ms	100
rtr-055	rtr-056	10Mbps	1	1ms	100
rtr-056	rtr-057	10Mbps	1	1ms	100
rtr-057	rtr-058	10Mbps	1	1ms	100
rtr-058	rtr-059	10Mbps	1	1ms	100
rtr-059	rtr-060	10Mbps	1	1ms	100
rtr-060	rtr-061	10Mbps	1	1ms	100
rtr-061	rtr-062	10Mbps	1	1ms	100
rtr-062	rtr-063	10Mbps	1	1ms	100
rtr-063	rtr-064	10Mbps	1	1ms	100
rtr-064	rtr-065	10Mbps	1	1ms	100
rtr-065	rtr-066	10Mbps	1	1ms	100
rtr-066	rtr-067	10Mbps	1	1ms	100
rtr-067	rtr-068	10Mbps	1	1ms	100
rtr-068	rtr-069	10Mbps	1	1ms	100
rtr-069	rtr-070	10Mbps	1	1ms	100
rtr-070	rtr-071	10Mbps	1	1ms	100
rtr-071	rtr-072	10Mbps	1	1ms	100
rtr-072	rtr-073	10Mbps	1	1ms	100
rtr-073	rtr-074	10Mbps	1	1ms	100
rtr-074	rtr-075	10Mbps	1	1ms	100
rtr-075	rtr-076	10Mbps	1	1ms	100
rtr-076	rtr-077	10Mbps	1	1ms	100
rtr-077	rtr-078	10Mbps	1	1ms	100
rtr-078	rtr-079	10Mbps	1	1ms	100
rtr-079	rtr-080	10Mbps	1	1ms	100
rtr-080	rtr-081	10Mbps	1	1ms	100
rtr-081	rtr-082	10Mbps	1	1ms	100
rtr-082	rtr-083	10Mbps	1	1ms	100
rtr-083	rtr-084	10Mbps	1	1ms	100
rtr-084	rtr-085	10Mbps	1	1ms	100
rtr-085	rtr-086	10Mbps	1	1ms	100
rtr-086	rtr-087	10Mbps	1	1ms	100
rtr-087	rtr-088	10Mbps	1	1ms	100
rtr-088	rtr-089	10Mbps	1	1ms	100
rtr-089	rtr-090	10Mbps	1	1ms	100
rtr-090	rtr-091	10Mbps	1	1ms	100
rtr-091	rtr-092	10Mbps	1	1ms	100
rtr-092	rtr-093	10Mbps	1	1ms	100
rtr-093	rtr-094	10Mbps	1	1ms	100
rtr-094	rtr-095	10Mbps	1	1ms	100
rtr-095	rtr-096	10Mbps	1	1ms	100
rtr-096	rtr-097	10Mbps	1	1ms	100
rtr-097	rtr-098	10Mbps	1	1ms	100
rtr-098	rtr-099	10Mbps	1	1ms	100
rtr-099	rtr-100	10Mbps	1	1ms	100
rtr-100	rtr-101	10Mbps	1	1ms	100
rtr-101	rtr-102	10Mbps	1	1ms	100
rtr-102	rtr-103	10Mbps	1	1ms	100
rtr-103	rtr-104	10Mbps	1	1ms	100
rtr-104	rtr-105	10Mbps	1	1ms	100
rtr-105	rtr-106	10Mbps	1	1ms	100
rtr-106	rtr-107	10Mbps	1	1ms	100
rtr-107	rtr-108	10Mbps	1	1ms	100
rtr-108	rtr-109	10Mbps	1	1ms	100
rtr-109	rtr-110	10Mbps	1	1ms	100
rtr-110	rtr-111	10Mbps	1	1ms	100
rtr-111	rtr-112	10Mbps	1	1ms	100
rtr-112	rtr-113	10Mbps	1	1ms	100
rtr-113	rtr-114	10Mbps	1	1ms	100
rtr-114	rtr-115	10Mbps	1	1ms	100
rtr-115	rtr-116	10Mbps	1	1ms	100
rtr-116	rtr-117	10Mbps	1	1ms	100
rtr-117	rtr-118	10Mbps	1	1ms	100
rtr-118	rtr-119	10Mbps	1	1ms	100
rtr-119	rtr-120	10Mbps	1	1ms	100
rtr-120	rtr-121	10Mbps	1	1ms	100
rtr-121	rtr-122	10Mbps	1	1ms	100
rtr-122	rtr-123	10Mbps	1	1ms	100
rtr-123	rtr-124	10Mbps	1	1ms	100
rtr-124	rtr-125	10Mbps	1	1ms	100
rtr-125	rtr-126	10Mbps	1	1ms	100
rtr-126	rtr-127	10Mbps	1	1ms	100
rtr-127	rtr-128	10Mbps	1	1ms	100
rtr-128	rtr-129	10Mbps	1	1ms	100
rtr-129	rtr-130	10Mbps	1	1ms	100
rtr-130	rtr-131	10Mbps	1	1ms	100
rtr-131	rtr-132	10Mbps	1	1ms	100
rtr-132	rtr-133	10Mbps	1	1ms	100
rtr-133	rtr-134	10Mbps	1	1ms	100
rtr-134	rtr-135	10Mbps	1	1ms	100
rtr-135	rtr-136	10Mbps	1	1ms	100
rtr-136	rtr-137	10Mbps	1	1ms	100
rtr-137	rtr-138	10Mbps	1	1ms	100
rtr-138	rtr-139	10Mbps	1	1ms	100
rtr-139	rtr-140	10Mbps	1	1ms	100
rtr-140	rtr-141	10Mbps	1	1ms	100
rtr-141	rtr-142	10Mbps	1	1ms	100
rtr-142	rtr-143	10Mbps	1	1ms	100
rtr-143	rtr-144	10Mbps	1	1ms	100
rtr-144	rtr-145	10Mbps	1	1ms	100
rtr-145	rtr-146	10Mbps	1	1ms	100
rtr-146	rtr-147	10Mbps	1	1ms	100
rtr-147	rtr-148	10Mbps	1	1ms	100
rtr-148	rtr-149	10Mbps	1	1ms	100
rtr-149	rtr-150	10Mbps	1	1ms	100
rtr-150	rtr-151	10Mbps	1	1ms	100
rtr-151	rtr-152	10Mbps	1	1ms	100
rtr-152	rtr-153	10Mbps	1	1ms	100
rtr-153	rtr-154	10Mbps	1	1ms	100
rtr-154	rtr-155	10Mbps	1	1ms	100
rtr-155	rtr-156	10Mbps	1	1ms	100
rtr-156	rtr-157	10Mbps	1	1ms	100
rtr-157	rtr-158	10Mbps	1	1ms	100
rtr-158	rtr-159	10Mbps	1	1ms	100
rtr-159	rtr-160	10Mbps	1	1ms	100
rtr-160	rtr-161	10Mbps	1	1ms	100
rtr-161	rtr-162	10Mbps	1	1ms	100
rtr-162	rtr-163	10Mbps	1	1ms	100
rtr-163	rtr-164	10Mbps	1	1ms	100
rtr-164	rtr-165	10Mbps	1	1ms	100
rtr-165	rtr-166	10Mbps	1	1ms	100
rtr-166	rtr-167	10Mbps	1	1ms	100
rtr-167	rtr-168	10Mbps	1	1ms	100
rtr-168	rtr-169	10Mbps	1	1ms	100
rtr-169	rtr-170	10Mbps	1	1ms	100
rtr-170	rtr-171	10Mbps	1	1ms	100
rtr-171	rtr-172	10Mbps	1	1ms	100
rtr-172	rtr-173	10Mbps	1	1ms	100
rtr-173	rtr-174	10Mbps	1	1ms	100
rtr-174	rtr-175	10Mbps	1	1ms	100
rtr-175	rtr-176	10Mbps	1	1ms	100
rtr-176	rtr-177	10Mbps	1	1ms	100
rtr-177	rtr-178	10Mbps	1	1ms	100
rtr-178	rtr-179	10Mbps	1	1ms	100
rtr-179	rtr-180	10Mbps	1	1ms	100
rtr-180	rtr-181	10Mbps	1	1ms	100
rtr-181	rtr-182	10Mbps	1	1ms	100
rtr-182	rtr-183	10Mbps	1	1ms	100
rtr-183	rtr-184	10Mbps	1	1ms	100
rtr-184	rtr-185	10Mbps	1	1ms	100
rtr-185	rtr-186	10Mbps	1	1ms	100
rtr-186	rtr-187	10Mbps	1	1ms	100
rtr-187	rtr-188	10Mbps	1	1ms	100
rtr-188	rtr-189	10Mbps	1	1ms	100
rtr-189	rtr-190	10Mbps	1	1ms	100
rtr-190	rtr-191	10Mbps	1	1ms	100
rtr-191	rtr-192	10Mbps	1	1ms	100
rtr-192	rtr-193	10Mbps	1	1ms	100
rtr-193	rtr-194	10Mbps	1	1ms	100
rtr-194	rtr-195	10Mbps	1	1ms	100
rtr-195	rtr-196	10Mbps	1	1ms	100
rtr-196	rtr-197	10Mbps	1	1ms	100
rtr-197	rtr-198	10Mbps	1	1ms	100
rtr-198	rtr-199	10Mbps	1	1ms	100
rtr-199	rtr-200	10Mbps	1	1ms	100
rtr-200	rtr-201	10Mbps	1	1ms	100
rtr-201	rtr-202	10Mbps	1	1ms	100
rtr-202	rtr-203	10Mbps	1	1ms	100
rtr-203	rtr-204	10Mbps	1	1ms	100
rtr-204	rtr-205	10Mbps	1	1ms	100
rtr-205	rtr-206	10Mbps	1	1ms	100
rtr-206	rtr-207	10Mbps	1	1ms	100
rtr-207	rtr-208	10Mbps	1	1ms	100
rtr-208	rtr-209	10Mbps	1	1ms	100
rtr-209	rtr-210	10Mbps	1	1ms	100
rtr-210	rtr-211	10Mbps	1	1ms	100
rtr-211	rtr-212	10Mbps	1	1ms	100
rtr-212	rtr-213	10Mbps	1	1ms	100
rtr-213	rtr-214	10Mbps	1	1ms	100
rtr-214	rtr-215	10Mbps	1	1ms	100
rtr-215	rtr-216	10Mbps	1	1ms	100
rtr-216	rtr-217	10Mbps	1	1ms	100
rtr-217	rtr-218	10Mbps	1	1ms	100
rtr-218	rtr-219	10Mbps	1	1ms	100
rtr-219	rtr-220	10Mbps	1	1ms	100
rtr-220	rtr-221	10Mbps	1	1ms	100
rtr-221	rtr-222	10Mbps	1	1ms	100
rtr-222	rtr-223	10Mbps	1	1ms	100
rtr-223	rtr-224	10Mbps	1	1ms	100
rtr-224	rtr-225	10Mbps	1	1ms	100
rtr-225	rtr-226	10Mbps	1	1ms	100
rtr-226	rtr-227	10Mbps	1	1ms	100
rtr-227	rtr-228	10Mbps	1	1ms	100
rtr-228	rtr-229	10Mbps	1	1ms	100
rtr-229	rtr-230	10Mbps	1	1ms	100
rtr-230	rtr-231	10Mbps	1	1ms	100
rtr-231	rtr-232	10Mbps	1	1ms	100
rtr-232	rtr-233	10Mbps	1	1ms	100
rtr-233	rtr-234	10Mbps	1	1ms	100
rtr-234	rtr-235	10Mbps	1	1ms	100
rtr-235	rtr-236	10Mbps	1	1ms	100
rtr-236	rtr-237	10Mbps	1	1ms	100
rtr-237	rtr-238	10Mbps	1	1ms	100
rtr-238	rtr-239	10Mbps	1	1ms	100
rtr-239	rtr-240	10Mbps	1	1ms	100
rtr-240	rtr-241	10Mbps	1	1ms	100
rtr-241	rtr-242	10Mbps	1	1ms	100
rtr-242	rtr-243	10Mbps	1	1ms	100
rtr-243	rtr-244	10Mbps	1	1ms	100
rtr-244	rtr-245	10Mbps	1	1ms	100
rtr-245	rtr-246	10Mbps	1	1ms	100
